step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,2158,cache_9811_185,t2158,CONTEXT,9811,185,0,1280,2,2560,cuda:0,,[1280],2,2
0,2159,cache_9815_185,t2159,CONTEXT,9815,185,0,1280,2,2560,cuda:0,,[1280],1,3
0,2160,cache_9818_9819,t2160,CONTEXT,9818,9819,0,1280,2,2560,cpu,,[1280],1,2
0,2161,cache_9823_7024,t2161,CONTEXT,9823,7024,0,1280,2,2560,cuda:0,,[1280],2,2
0,2162,cache_9827_7024,t2162,CONTEXT,9827,7024,0,1280,2,2560,cuda:0,,[1280],1,3
0,2163,cache_9834_6949,t2163,CONTEXT,9834,6949,0,98560,2,197120,cuda:0,,"[1,77,1280]",5,6
0,2164,cache_9836_6805,t2164,CONTEXT,9836,6805,0,77,4,308,cuda:0,,[77],1,1
0,2165,cache_9838_7040,t2165,CONTEXT,9838,7040,0,77,4,308,cuda:0,,[77],1,1
0,2166,cache_9840_98,t2166,CONTEXT,9840,98,0,1280,2,2560,meta,,[1280],1,1
0,2167,cache_9840_6805,t2167,CONTEXT,9840,6805,0,77,4,308,cuda:0,,"[1,77,1]",2,0
0,2168,cache_9842_98,t2168,CONTEXT,9842,98,0,1280,2,2560,meta,,[1280],2,2
0,2169,cache_9842_7040,t2169,CONTEXT,9842,7040,0,77,4,308,cuda:0,,"[1,77,1]",2,0
0,2170,cache_9855_98,t2170,CONTEXT,9855,98,0,1280,2,2560,meta,,[1280],2,2
0,2171,cache_9859_98,t2171,CONTEXT,9859,98,0,1280,2,2560,meta,,[1280],1,1
0,2172,cache_9872_9873,t2172,CONTEXT,9872,9873,0,1638400,2,3276800,cpu,,"[1280,1280]",1,2
0,2173,cache_9877_72,t2173,CONTEXT,9877,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",2,2
0,2174,cache_9881_72,t2174,CONTEXT,9881,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,3
0,2175,cache_9884_9885,t2175,CONTEXT,9884,9885,0,1280,2,2560,cpu,,[1280],1,2
0,2176,cache_9889_185,t2176,CONTEXT,9889,185,0,1280,2,2560,cuda:0,,[1280],2,2
0,2177,cache_9893_185,t2177,CONTEXT,9893,185,0,1280,2,2560,cuda:0,,[1280],1,3
0,2178,cache_9899_6949,t2178,CONTEXT,9899,6949,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2179,cache_9903_72,t2179,CONTEXT,9903,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,1
0,2180,cache_9905_1723,t2180,CONTEXT,9905,1723,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2181,cache_9907_1723,t2181,CONTEXT,9907,1723,0,98560,2,197120,cuda:0,,"[1,77,1280]",2,4
0,2182,cache_9913_98,t2182,CONTEXT,9913,98,0,1638400,2,3276800,meta,,"[1280,1280]",2,2
0,2183,cache_9917_98,t2183,CONTEXT,9917,98,0,1638400,2,3276800,meta,,"[1280,1280]",1,1
0,2184,cache_9922_98,t2184,CONTEXT,9922,98,0,1280,2,2560,meta,,[1280],2,2
0,2185,cache_9926_98,t2185,CONTEXT,9926,98,0,1280,2,2560,meta,,[1280],1,1
0,2186,cache_9935_9936,t2186,CONTEXT,9935,9936,0,1638400,2,3276800,cpu,,"[1280,1280]",1,2
