step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,368,cache_851_141,t368,CONTEXT,851,141,0,236544,2,473088,cuda:0,,"[77,3072]",1,1
0,369,cache_851_573,t369,CONTEXT,851,573,0,59136,2,118272,cuda:0,,"[1,12,77,64]",1,0
0,370,param_854_855,t370,WEIGHT,854,855,0,768,2,1536,cuda:0,,[768],0,1
0,371,param_859_860,t371,WEIGHT,859,860,0,768,2,1536,cuda:0,,[768],0,1
0,372,param_861_862,t372,WEIGHT,861,862,0,768,2,1536,cuda:0,,[768],0,1
0,373,param_865_866,t373,WEIGHT,865,866,0,3072,2,6144,cuda:0,,[3072],0,1
0,374,param_867_573,t374,WEIGHT,867,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,375,param_868_869,t375,WEIGHT,868,869,0,2359296,2,4718592,cuda:0,,"[768,3072]",0,1
0,376,param_872_141,t376,WEIGHT,872,141,0,236544,2,473088,cuda:0,,"[1,77,3072]",0,1
0,377,param_875_876,t377,WEIGHT,875,876,0,768,2,1536,cuda:0,,[768],0,2
0,378,param_877_141,t378,WEIGHT,877,141,0,236544,2,473088,cuda:0,,"[77,3072]",0,2
0,379,param_878_879,t379,WEIGHT,878,879,0,2359296,2,4718592,cuda:0,,"[3072,768]",0,2
0,380,cache_880_573,t380,CONTEXT,880,573,0,59136,2,118272,cuda:0,,"[77,768]",3,4
0,381,param_883_482,t381,WEIGHT,883,482,0,59136,2,118272,cuda:0,,"[1,77,768]",0,3
0,382,param_884_885,t382,WEIGHT,884,885,0,768,2,1536,cuda:0,,[768],0,1
0,383,param_886_887,t383,WEIGHT,886,887,0,768,2,1536,cuda:0,,[768],0,1
0,384,param_888_664,t384,WEIGHT,888,664,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,385,param_891_892,t385,WEIGHT,891,892,0,768,2,1536,cuda:0,,[768],0,1
0,386,param_893_664,t386,WEIGHT,893,664,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,387,param_894_895,t387,WEIGHT,894,895,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,388,param_898_899,t388,WEIGHT,898,899,0,768,2,1536,cuda:0,,[768],0,1
0,389,param_900_664,t389,WEIGHT,900,664,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,390,param_901_902,t390,WEIGHT,901,902,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,391,param_905_906,t391,WEIGHT,905,906,0,768,2,1536,cuda:0,,[768],0,1
0,392,param_907_664,t392,WEIGHT,907,664,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,393,param_908_909,t393,WEIGHT,908,909,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,394,cache_910_911,t394,CONTEXT,910,911,0,59136,2,118272,cuda:0,,"[77,768]",2,3
0,395,param_914_91,t395,WEIGHT,914,91,0,5929,2,11858,cuda:0,,"[1,1,77,77]",0,1
0,396,param_917_573,t396,WEIGHT,917,573,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,397,param_918_755,t397,WEIGHT,918,755,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,398,param_919_911,t398,WEIGHT,919,911,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,399,param_920_91,t399,WEIGHT,920,91,0,71148,2,142296,cuda:0,,"[1,12,77,77]",0,1
0,400,cache_923_573,t400,CONTEXT,923,573,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,401,cache_926_755,t401,CONTEXT,926,755,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,402,cache_929_911,t402,CONTEXT,929,911,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,403,cache_932_933,t403,CONTEXT,932,933,0,1,8,8,cpu,,[],2,0
0,404,param_932_948,t404,WEIGHT,932,948,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,405,param_935_664,t405,WEIGHT,935,664,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,406,cache_935_936,t406,CONTEXT,935,936,0,1,8,8,cpu,,[],2,0
0,407,cache_938_664,t407,CONTEXT,938,664,0,59136,2,118272,cuda:0,,"[1,77,12,64]",2,1
0,408,cache_940_119,t408,CONTEXT,940,119,0,0,4,0,cuda:0,,"[1,12,0]",2,0
0,409,param_940_664,t409,WEIGHT,940,664,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,410,cache_943_141,t410,CONTEXT,943,141,0,236544,2,473088,cuda:0,,"[77,3072]",1,1
0,411,cache_943_664,t411,CONTEXT,943,664,0,59136,2,118272,cuda:0,,"[1,12,77,64]",1,0
0,412,param_946_947,t412,WEIGHT,946,947,0,768,2,1536,cuda:0,,[768],0,1
0,413,param_951_952,t413,WEIGHT,951,952,0,768,2,1536,cuda:0,,[768],0,1
0,414,param_953_954,t414,WEIGHT,953,954,0,768,2,1536,cuda:0,,[768],0,1
0,415,param_957_958,t415,WEIGHT,957,958,0,3072,2,6144,cuda:0,,[3072],0,1
0,416,param_959_664,t416,WEIGHT,959,664,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,417,param_960_961,t417,WEIGHT,960,961,0,2359296,2,4718592,cuda:0,,"[768,3072]",0,1
0,418,param_964_141,t418,WEIGHT,964,141,0,236544,2,473088,cuda:0,,"[1,77,3072]",0,1
0,419,param_967_968,t419,WEIGHT,967,968,0,768,2,1536,cuda:0,,[768],0,2
0,420,param_969_141,t420,WEIGHT,969,141,0,236544,2,473088,cuda:0,,"[77,3072]",0,2
0,421,param_970_971,t421,WEIGHT,970,971,0,2359296,2,4718592,cuda:0,,"[3072,768]",0,2
0,422,cache_972_664,t422,CONTEXT,972,664,0,59136,2,118272,cuda:0,,"[77,768]",3,4
0,423,param_975_911,t423,WEIGHT,975,911,0,59136,2,118272,cuda:0,,"[1,77,768]",0,3
0,424,param_976_977,t424,WEIGHT,976,977,0,768,2,1536,cuda:0,,[768],0,1
0,425,param_978_979,t425,WEIGHT,978,979,0,768,2,1536,cuda:0,,[768],0,1
0,426,param_980_755,t426,WEIGHT,980,755,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,427,param_983_984,t427,WEIGHT,983,984,0,768,2,1536,cuda:0,,[768],0,1
0,428,param_985_755,t428,WEIGHT,985,755,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,429,param_986_987,t429,WEIGHT,986,987,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,430,param_990_991,t430,WEIGHT,990,991,0,768,2,1536,cuda:0,,[768],0,1
0,431,param_992_755,t431,WEIGHT,992,755,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,432,param_993_994,t432,WEIGHT,993,994,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,433,cache_995_573,t433,CONTEXT,995,573,0,59136,2,118272,cuda:0,,"[77,768]",1,1
0,434,param_998_999,t434,WEIGHT,998,999,0,768,2,1536,cuda:0,,[768],0,1
0,435,param_1000_755,t435,WEIGHT,1000,755,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,436,param_1001_1002,t436,WEIGHT,1001,1002,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,437,cache_1003_1004,t437,CONTEXT,1003,1004,0,59136,2,118272,cuda:0,,"[77,768]",2,3
0,438,param_1007_91,t438,WEIGHT,1007,91,0,5929,2,11858,cuda:0,,"[1,1,77,77]",0,1
0,439,param_1010_664,t439,WEIGHT,1010,664,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,440,param_1011_573,t440,WEIGHT,1011,573,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,441,param_1012_1004,t441,WEIGHT,1012,1004,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,442,param_1013_91,t442,WEIGHT,1013,91,0,71148,2,142296,cuda:0,,"[1,12,77,77]",0,1
0,443,cache_1016_664,t443,CONTEXT,1016,664,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,444,cache_1019_573,t444,CONTEXT,1019,573,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,445,cache_1022_1004,t445,CONTEXT,1022,1004,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,446,cache_1025_1026,t446,CONTEXT,1025,1026,0,1,8,8,cpu,,[],2,0
0,447,param_1025_1041,t447,WEIGHT,1025,1041,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,448,param_1028_755,t448,WEIGHT,1028,755,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,449,cache_1028_1029,t449,CONTEXT,1028,1029,0,1,8,8,cpu,,[],2,0
0,450,cache_1031_755,t450,CONTEXT,1031,755,0,59136,2,118272,cuda:0,,"[1,77,12,64]",2,1
0,451,cache_1033_119,t451,CONTEXT,1033,119,0,0,4,0,cuda:0,,"[1,12,0]",2,0
0,452,param_1033_755,t452,WEIGHT,1033,755,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,453,cache_1036_141,t453,CONTEXT,1036,141,0,236544,2,473088,cuda:0,,"[77,3072]",1,1
0,454,cache_1036_755,t454,CONTEXT,1036,755,0,59136,2,118272,cuda:0,,"[1,12,77,64]",1,0
0,455,param_1039_1040,t455,WEIGHT,1039,1040,0,768,2,1536,cuda:0,,[768],0,1
0,456,param_1044_1045,t456,WEIGHT,1044,1045,0,768,2,1536,cuda:0,,[768],0,1
0,457,param_1046_1047,t457,WEIGHT,1046,1047,0,768,2,1536,cuda:0,,[768],0,1
0,458,param_1050_1051,t458,WEIGHT,1050,1051,0,3072,2,6144,cuda:0,,[3072],0,1
0,459,param_1052_755,t459,WEIGHT,1052,755,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,460,param_1053_1054,t460,WEIGHT,1053,1054,0,2359296,2,4718592,cuda:0,,"[768,3072]",0,1
0,461,param_1057_141,t461,WEIGHT,1057,141,0,236544,2,473088,cuda:0,,"[1,77,3072]",0,1
0,462,param_1060_1061,t462,WEIGHT,1060,1061,0,768,2,1536,cuda:0,,[768],0,2
0,463,param_1062_141,t463,WEIGHT,1062,141,0,236544,2,473088,cuda:0,,"[77,3072]",0,2
0,464,param_1063_1064,t464,WEIGHT,1063,1064,0,2359296,2,4718592,cuda:0,,"[3072,768]",0,2
0,465,cache_1065_755,t465,CONTEXT,1065,755,0,59136,2,118272,cuda:0,,"[77,768]",3,4
0,466,param_1068_1004,t466,WEIGHT,1068,1004,0,59136,2,118272,cuda:0,,"[1,77,768]",0,4
0,467,param_1069_1070,t467,WEIGHT,1069,1070,0,768,2,1536,cuda:0,,[768],0,1
